,p-value
HSF_HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_AlignACE_2,7.70982160470964e-52
HSF_HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_AlignACE_3,7.72507117154226e-38
HSF_HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_MDscan_1,9.936143222586792e-36
HSF_HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_AlignACE_1,7.285361680995046e-34
HSF_HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_MDscan_2,6.526925825522216e-31
HSF_HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_MDscan_3,7.429451150216381e-21
HSF_HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_Trawler_2,0.0004933746443765833
HSF_HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_Trawler_3,0.000581664026755907
HSF_HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_Trawler_1,0.23643757067754187
