,p-value
TATA_TAF1_K562_encode-Myers_seq_hsa_v041610.1_Trawler_3,5.25804805333738e-67
TATA_TAF1_K562_encode-Myers_seq_hsa_v041610.1_MEME_2,6.642489320906042e-66
TATA_TAF1_GM12878_encode-Myers_seq_hsa_MDscan_2,3.9754681363780066e-63
TATA_TAF1_GM12891_encode-Myers_seq_hsa_Trawler_1,4.307596457569133e-63
TATA_TAF1_GM12892_encode-Myers_seq_hsa_Trawler_2,2.696165063755626e-62
TATA_GTF2F1_K562_encode-Snyder_seq_hsa_IgG-rab-RAP-74_Trawler_3,1.3674466536949804e-60
TATA_TBP_GM12878_encode-Snyder_seq_hsa_IgG-mus_Trawler_2,3.363304634463411e-60
TATA_TAF1_GM12878_encode-Myers_seq_hsa_MDscan_3,1.6453379145695206e-56
TATA_TAF1_GM12878_encode-Myers_seq_hsa_MDscan_1,5.529163701426608e-55
TATA_TAF1_HeLa-S3_encode-Myers_seq_hsa_Trawler_1,3.2901678575001976e-53
TATA_TAF1_GM12878_encode-Myers_seq_hsa_MEME_1,3.255937497485516e-50
TATA_TAF1_K562_encode-Myers_seq_hsa_MEME_1,4.66920913322073e-50
TATA_TAF7_K562_encode-Myers_seq_hsa_v041610.1-SQ-8_Weeder_3,1.6114843290443874e-46
TATA_TAF1_H1-hESC_encode-Myers_seq_hsa_v041610.2_Trawler_2,2.4969817745787675e-46
TATA_TBP_K562_encode-Snyder_seq_hsa_IgG-mus_Trawler_1,5.1629620636984756e-46
TATA_GTF2F1_K562_encode-Snyder_seq_hsa_IgG-rab-RAP-74_MDscan_1,5.1062920955746944e-43
TATA_GTF2F1_K562_encode-Snyder_seq_hsa_IgG-rab-RAP-74_MDscan_2,2.573703203032635e-42
TATA_GTF2F1_K562_encode-Snyder_seq_hsa_IgG-rab-RAP-74_Trawler_1,3.122209513782848e-41
TATA_TAF1_GM12892_encode-Myers_seq_hsa_MEME_1,1.389472099063014e-40
TATA_GTF2F1_K562_encode-Snyder_seq_hsa_IgG-rab-RAP-74_MDscan_3,1.5133072116652584e-37
TATA_TAF1_GM12892_encode-Myers_seq_hsa_Trawler_1,2.361761448501004e-37
TATA_GTF2F1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-RAP-74_Trawler_1,2.1929678647780484e-36
TATA_TBP_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,2.304024410758616e-35
TATA_TAF1_GM12892_encode-Myers_seq_hsa_v041610.2_Trawler_1,1.860281591686535e-33
TATA_TAF1_H1-hESC_encode-Myers_seq_hsa_v041610.2_Trawler_3,4.7652294789041636e-30
TATA_TAF1_GM12892_encode-Myers_seq_hsa_v041610.2_MEME_1,5.327743537395298e-30
TATA_TAF1_H1-hESC_encode-Myers_seq_hsa_Trawler_1,1.0071057366095403e-29
TATA_TAF1_HeLa-S3_encode-Myers_seq_hsa_MEME_2,6.748131701844427e-27
TATA_GTF2B_K562_encode-Snyder_seq_hsa_MEME_3,1.6659155353068746e-22
TATA_TAF7_K562_encode-Myers_seq_hsa_v041610.1-SQ-8_Weeder_2,7.95628901501707e-18
TATA_TAF1_H1-hESC_encode-Myers_seq_hsa_v041610.2_Trawler_1,2.780930376353338e-17
TATA_TAF1_HepG2_encode-Myers_seq_hsa_PCR2x_MEME_1,4.462398272898933e-14
TATA_TAF1_HepG2_encode-Myers_seq_hsa_PCR2x_Trawler_3,1.6733601974639092e-12
TATA_TBP_GM12878_encode-Snyder_seq_hsa_IgG-mus_MEME_1,3.104441908630943e-10
TATA_TAF1_K562_encode-Myers_seq_hsa_v041610.1_MEME_1,2.4482586457141985e-09
TATA_GTF2F1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-RAP-74_Trawler_3,1.375701898886093e-07
TATA_TAF1_GM12891_encode-Myers_seq_hsa_MDscan_1,7.578126284370983e-06
TATA_GTF2B_K562_encode-Snyder_seq_hsa_Trawler_1,0.008470365733968052
TATA_TAF1_HeLa-S3_encode-Myers_seq_hsa_MEME_1,0.24573504359825443
TATA_TAF7_H1-hESC_encode-Myers_seq_hsa_v041610.2-SQ-8_MEME_3,0.5658089984629233
TATA_TAF1_GM12891_encode-Myers_seq_hsa_Weeder_1,
TATA_TAF1_GM12892_encode-Myers_seq_hsa_v041610.2_Weeder_1,
TATA_TAF1_HeLa-S3_encode-Myers_seq_hsa_Weeder_1,
TATA_TAF7_K562_encode-Myers_seq_hsa_v041610.1-SQ-8_Weeder_1,
