,p-value
AP1_JUND_K562_encode-Snyder_seq_hsa_MDscan_2,7.632614146402436e-126
AP1_JUND_K562_encode-Snyder_seq_hsa_MDscan_3,7.632614146402436e-126
AP1_JUN_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_MDscan_3,1.966133857323434e-124
AP1_JUN_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_MDscan_2,1.966133857323434e-124
AP1_JUND_HepG2_encode-Snyder_seq_hsa_IgG-rab_AlignACE_1,2.0312823069203994e-123
AP1_JUND_HepG2_encode-Myers_seq_hsa_Trawler_2,3.0591082961277773e-120
AP1_JUND_HepG2_encode-Snyder_seq_hsa_IgG-rab_MEME_1,2.1966691109086187e-116
AP1_JUN_HepG2_encode-Snyder_seq_hsa_IgG-rab_MDscan_3,3.3682525836643e-112
AP1_JUN_HepG2_encode-Snyder_seq_hsa_IgG-rab_MDscan_2,3.3682525836643e-112
AP1_JUN_K562_encode-Snyder_seq_hsa_Trawler_1,3.4606783851462325e-112
AP1_JUN_HUVEC_encode-Snyder_seq_hsa_Trawler_1,3.8193282227648413e-112
AP1_JUN_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_MEME_1,3.033012158272155e-108
AP1_JUN_HepG2_encode-Snyder_seq_hsa_IgG-rab_AlignACE_1,7.483475972583768e-107
AP1_JUN_HepG2_encode-Snyder_seq_hsa_IgG-rab_MDscan_1,4.811714572354174e-106
AP1_FOS_HUVEC_encode-Snyder_seq_hsa_Trawler_1,1.0547045633171018e-104
AP1_JUN_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,5.827871092198305e-104
AP1_JUN_HepG2_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,2.0571786295785805e-102
AP1_FOS_HeLa-S3_encode-Snyder_seq_hsa_AlignACE_2,1.7107657596079208e-97
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNa6h_Trawler_1,1.159635800204073e-94
AP1_JUND_K562_encode-Snyder_seq_hsa_AlignACE_1,4.740147277061498e-91
AP1_FOS_HUVEC_encode-Snyder_seq_hsa_AlignACE_3,9.666091207758374e-91
AP1_FOSL1_K562_encode-Myers_seq_hsa_v041610.1-SC-183_AlignACE_3,5.472217118167772e-90
AP1_FOSL2_HepG2_encode-Myers_seq_hsa_v041610.1_AlignACE_1,1.0856898171833963e-89
AP1_JUND_HepG2_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,2.205639978513377e-89
AP1_FOS_K562_encode-Snyder_seq_hsa_AlignACE_1,2.5874099598639717e-89
AP1_FOS_K562_encode-White_seq_hsa_eGFP_AlignACE_3,5.302257779787277e-89
AP1_JUND_K562_encode-Snyder_seq_hsa_AlignACE_2,1.0360265919665532e-88
AP1_JUN_K562_encode-Snyder_seq_hsa_AlignACE_2,2.927591598508498e-88
AP1_JUN_K562_encode-Snyder_seq_hsa_AlignACE_3,6.794169823718772e-87
AP1_JUN_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,7.88605178860949e-87
AP1_JUN_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_AlignACE_1,9.48690445317707e-87
AP1_FOSL2_HepG2_encode-Myers_seq_hsa_v041610.1_AlignACE_3,1.0024205190986066e-86
AP1_JUN_HepG2_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,5.288511974899659e-84
AP1_FOSL1_K562_encode-Myers_seq_hsa_v041610.1-SC-183_AlignACE_2,5.49119185864899e-82
AP1_JUN_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,6.1137349312230625e-80
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNa6h_AlignACE_2,1.037212153030093e-79
AP1_JUND_HepG2_encode-Myers_seq_hsa_AlignACE_2,1.150405595120795e-79
AP1_JUND_K562_encode-Snyder_seq_hsa_AlignACE_3,1.4860823748249013e-79
AP1_JUND_HepG2_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,6.544732140189622e-78
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNg30_Trawler_3,7.886997730142635e-78
AP1_JUN_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,1.016941847650647e-77
AP1_FOS_HeLa-S3_encode-Snyder_seq_hsa_AlignACE_3,1.2321973443113799e-77
AP1_JUND_K562_encode-White_seq_hsa_eGFP_AlignACE_2,4.444593110213372e-75
AP1_FOS_K562_encode-Snyder_seq_hsa_AlignACE_2,6.775239700259759e-75
AP1_JUND_H1-hESC_encode-Myers_seq_hsa_v041610.2_AlignACE_2,2.920462324557985e-72
AP1_JUND_H1-hESC_encode-Myers_seq_hsa_v041610.2_AlignACE_3,2.2320452455897066e-70
AP1_FOS_K562_encode-White_seq_hsa_eGFP_AlignACE_2,4.057377611265429e-70
AP1_JUND_HepG2_encode-Myers_seq_hsa_AlignACE_3,7.768675735157633e-68
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNa6h_AlignACE_3,1.7444460847119744e-67
AP1_FOS_GM12878_encode-Snyder_seq_hsa_AlignACE_1,7.566151111768765e-67
AP1_FOS_K562_encode-White_seq_hsa_eGFP_Trawler_3,1.489496392270271e-66
AP1_JUND_H1-hESC_encode-Myers_seq_hsa_v041610.2_AlignACE_1,5.17359641513257e-65
AP1_JUND_K562_encode-White_seq_hsa_eGFP_AlignACE_3,5.0473404080296925e-64
AP1_JUNB_K562_encode-White_seq_hsa_eGFP_AlignACE_2,1.0704743909166935e-61
AP1_FOS_HUVEC_encode-Snyder_seq_hsa_AlignACE_2,1.4548738860337893e-61
AP1_FOS_K562_encode-Snyder_seq_hsa_AlignACE_3,1.4229490206040198e-59
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNg30_AlignACE_2,8.084234657531785e-55
AP1_FOS_GM12878_encode-Snyder_seq_hsa_AlignACE_2,2.728822725926031e-54
AP1_FOSL1_K562_encode-Myers_seq_hsa_v041610.1-SC-183_Trawler_3,1.6583603073255884e-50
AP1_FOS_HeLa-S3_encode-Snyder_seq_hsa_Trawler_1,8.885304301152916e-50
AP1_JUN_K562_encode-Snyder_seq_hsa_Trawler_3,2.778593558647469e-47
AP1_JUND_GM12878_encode-Snyder_seq_hsa_Trawler_2,8.932007183565937e-39
AP1_JUND_K562_encode-White_seq_hsa_eGFP_Trawler_2,2.2800953577578876e-36
AP1_FOS_K562_encode-White_seq_hsa_eGFP_Trawler_2,5.367732454351466e-36
AP1_JUND_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,9.339294161485317e-35
AP1_JUNB_K562_encode-White_seq_hsa_eGFP_Trawler_3,3.785797477221856e-28
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNg30_AlignACE_3,2.7613009094106547e-26
AP1_JUNB_K562_encode-White_seq_hsa_eGFP_AlignACE_3,1.549179943659059e-25
AP1_JUND_GM12878_encode-Snyder_seq_hsa_AlignACE_3,3.7839202869390174e-25
AP1_JUN_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,4.052277489164653e-24
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNg6h_AlignACE_2,3.144945224689786e-23
AP1_JUN_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,5.738580496978993e-23
AP1_JUND_HepG2_encode-Myers_seq_hsa_Trawler_1,2.399146306841838e-20
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNg6h_Trawler_2,2.427875441845127e-18
AP1_FOSL1_K562_encode-Myers_seq_hsa_v041610.1-SC-183_Trawler_1,1.2471147136326077e-16
AP1_JUND_K562_encode-White_seq_hsa_eGFP_Trawler_1,1.759417003911911e-16
AP1_JUN_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,9.28539322707483e-15
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNg6h_AlignACE_3,2.38804440056967e-14
AP1_JUN_HUVEC_encode-Snyder_seq_hsa_AlignACE_3,2.397125801363726e-14
AP1_JUND_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,3.7607088226117487e-13
AP1_FOS_K562_encode-Snyder_seq_hsa_Trawler_3,1.7589494321578114e-11
AP1_FOS_GM12878_encode-Snyder_seq_hsa_AlignACE_3,2.2580406788940466e-11
AP1_FOS_K562_encode-Snyder_seq_hsa_MEME_1,1.4795400494404167e-10
AP1_JUND_HepG2_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,2.715668180297526e-10
AP1_JUND_HepG2_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,3.1344438476587908e-09
AP1_JUND_HepG2_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,7.559905765378517e-09
AP1_FOS_K562_encode-Snyder_seq_hsa_MEME_3,1.3269550724182016e-08
AP1_JUND_K562_encode-Snyder_seq_hsa_Trawler_1,1.8182789860875177e-08
AP1_FOS_K562_encode-Snyder_seq_hsa_Trawler_2,6.218870632560761e-08
AP1_JUND_K562_encode-Snyder_seq_hsa_Trawler_2,1.0184711794153829e-07
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNg30_Trawler_1,2.1086170629163303e-06
AP1_FOS_K562_encode-Snyder_seq_hsa_MEME_2,2.122336737660964e-06
AP1_FOS_GM12878_encode-Snyder_seq_hsa_MEME_2,2.727924485361777e-06
AP1_FOS_GM12878_encode-Snyder_seq_hsa_Trawler_1,3.0168127051865136e-06
AP1_JUND_GM12878_encode-Snyder_seq_hsa_AlignACE_2,1.0164539292293944e-05
AP1_FOS_K562_encode-Snyder_seq_hsa_MDscan_3,5.1727119608492e-05
AP1_JUN_HepG2_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,7.404330801504978e-05
AP1_FOS_K562_encode-Snyder_seq_hsa_MDscan_2,8.086899879703253e-05
AP1_JUND_GM12878_encode-Snyder_seq_hsa_Trawler_1,0.00010025230209464128
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNg6h_Trawler_1,0.0001361973024864151
AP1_FOS_GM12878_encode-Snyder_seq_hsa_MEME_1,0.000171530049983782
AP1_FOS_K562_encode-Snyder_seq_hsa_MDscan_1,0.0002999206208497669
AP1_FOSL1_K562_encode-Myers_seq_hsa_v041610.1-SC-183_Trawler_2,0.00031578249592132253
AP1_FOS_K562_encode-Snyder_seq_hsa_Trawler_1,0.0004412705437050019
AP1_FOS_GM12878_encode-Snyder_seq_hsa_Trawler_2,0.003045795523433837
AP1_JUNB_K562_encode-White_seq_hsa_eGFP_Trawler_1,0.025615905415302127
AP1_FOS_GM12878_encode-Snyder_seq_hsa_MDscan_3,0.04314477042340735
AP1_JUN_HUVEC_encode-Snyder_seq_hsa_AlignACE_2,0.07375136860221186
AP1_FOS_GM12878_encode-Snyder_seq_hsa_MDscan_2,0.11020335975892154
AP1_JUND_H1-hESC_encode-Myers_seq_hsa_v041610.2_Trawler_1,0.3423360492148206
AP1_FOS_HUVEC_encode-Snyder_seq_hsa_Trawler_2,0.4557042736993444
AP1_FOS_GM12878_encode-Snyder_seq_hsa_MDscan_1,0.45875011757737316
AP1_JUND_H1-hESC_encode-Myers_seq_hsa_v041610.2_MEME_2,0.565223407942516
AP1_JUND_K562_encode-White_seq_hsa_eGFP_Trawler_3,0.6225252230966933
AP1_FOS_HeLa-S3_encode-Snyder_seq_hsa_Trawler_3,0.6330378508619465
AP1_FOS_HeLa-S3_encode-Snyder_seq_hsa_Trawler_2,0.6403466210402429
AP1_JUN_HUVEC_encode-Snyder_seq_hsa_Trawler_2,0.7933400417002646
AP1_FOS_GM12878_encode-Snyder_seq_hsa_Trawler_3,0.9448768043431052
AP1_JUN_K562_encode-Snyder_seq_hsa_IFNg6h_Trawler_3,0.9760401418437825
AP1_JUN_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,1.0
AP1_JUN_K562_encode-Snyder_seq_hsa_Weeder_1,
