,p-value
PRDM1_PRDM1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-Val90_AlignACE_1,4.812015712592572e-287
PRDM1_PRDM1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-Val90_MDscan_1,1.1766614464540833e-250
PRDM1_PRDM1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-Val90_Trawler_1,1.6945420029076431e-68
PRDM1_PRDM1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-Val90_MDscan_3,1.1531385727681868e-61
PRDM1_PRDM1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-Val90_MDscan_2,3.002450341681225e-60
PRDM1_PRDM1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-Val90_AlignACE_3,0.14977822888758613
PRDM1_PRDM1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-Val90_AlignACE_2,0.9655136351216385
