,p-value
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_TNFa_AlignACE_1,0.0
NFKB_NFKB1_GM19099_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,0.0
NFKB_NFKB1_GM19099_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,0.0
NFKB_NFKB1_GM19193_encode-Snyder_seq_hsa_IgG-rab_AlignACE_1,0.0
NFKB_NFKB1_GM19099_encode-Snyder_seq_hsa_IgG-rab_MEME_2,0.0
NFKB_NFKB1_GM12892_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,1.2552459330734e-311
NFKB_NFKB1_GM12892_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,4.773396864914399e-308
NFKB_NFKB1_GM12891_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,2.352204634210919e-305
NFKB_NFKB1_GM15510_encode-Snyder_seq_hsa_IgG-rab_AlignACE_1,2.154837262015737e-298
NFKB_NFKB1_GM10847_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,2.8169139136196635e-298
NFKB_NFKB1_GM19193_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,2.624356985663442e-294
NFKB_NFKB1_GM19099_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,4.0528374945034936e-291
NFKB_NFKB1_GM18505_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,3.1030873312093405e-288
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,2.0018851492072894e-274
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_TNFa_AlignACE_3,1.214416126542621e-254
NFKB_NFKB1_GM19099_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,4.064058542835501e-244
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,3.8108403389237275e-243
NFKB_NFKB1_GM12891_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,2.1230870479050242e-238
NFKB_NFKB1_GM18505_encode-Snyder_seq_hsa_IgG-rab_AlignACE_3,1.3624377363130275e-233
NFKB_NFKB1_GM18951_encode-Snyder_seq_hsa_IgG-rab_AlignACE_2,6.328844159762448e-219
NFKB_NFKB1_GM19193_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,3.3787824986025873e-205
NFKB_NFKB1_GM18951_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,3.3787824986025873e-205
NFKB_NFKB1_GM10847_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,8.619280718764829e-200
NFKB_NFKB1_GM18951_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,8.461609616817035e-197
NFKB_NFKB1_GM19193_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,1.7284269564891187e-191
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,5.774432798427815e-182
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_TNFa_Trawler_2,7.248215147036416e-161
NFKB_NFKB1_GM18505_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,2.273743140626068e-132
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,5.903443382361637e-122
NFKB_NFKB1_GM18505_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,1.8311052627180583e-119
NFKB_NFKB1_GM19099_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,7.641033503913278e-96
NFKB_NFKB1_GM10847_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,2.423747799720529e-89
NFKB_NFKB1_GM12891_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,4.2830629728652646e-78
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_TNFa_Trawler_3,2.7892411860897074e-77
NFKB_NFKB1_GM18951_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,3.1868154288187678e-53
NFKB_NFKB1_GM12891_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,1.970500801662095e-42
NFKB_NFKB1_GM15510_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,6.908714900281839e-41
NFKB_NFKB1_GM15510_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,2.8637355423426337e-39
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_IgG-rab_Trawler_1,2.236054097964161e-28
NFKB_NFKB1_GM12878_encode-Snyder_seq_hsa_TNFa_Trawler_1,1.7523057488496147e-21
NFKB_NFKB1_GM18505_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,4.503807349964836e-16
NFKB_NFKB1_GM19193_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,4.724402169432418e-13
NFKB_NFKB1_GM15510_encode-Snyder_seq_hsa_IgG-rab_Trawler_3,1.1485085157139364e-12
NFKB_NFKB1_GM10847_encode-Snyder_seq_hsa_IgG-rab_Trawler_2,5.10439843308671e-09
NFKB_NFKB1_GM12891_encode-Snyder_seq_hsa_IgG-rab_Weeder_1,
